,br_ibov_ret_log,br_selic_diff,br_dolar_diff,br_ipca,br_pib_ret_log,ipca_expectativa_diff,embi_brasil_diff,T_choque_dolar,vix_ret_log,sp500_ret_log,petroleo_ret_log,br_selic
2012-01-24,0.0016016404218248,0.0,0.0121,0.4783870967741935,0.0002937973359067,0.0,3.0,0,0.0127729129611249,-0.0010263438252235,-0.0049862126808834,-0.029916000000000723
2012-01-26,0.0074458845747269,0.0,-0.026,0.4712903225806452,0.0005873358479231,0.0,6.0,1,0.0141000294119269,-0.005770508287989,0.0088849484195926,-0.029916000000000723
2012-01-27,-0.0007786615361204,0.0,0.0047000000000001,0.467741935483871,0.0002935386133184,0.0,0.0,0,-0.0021562815776575,-0.0015941475452909,0.0060292481312265,-0.029916000000000723
2012-01-30,-0.0021325023597746,0.0,0.0072999999999998,0.4570967741935484,0.0008800992042772,0.0,6.0,0,0.0458819690527437,-0.0025253090863453,-0.0063903650021909,-0.029916000000000723
2012-01-31,0.0047996786408699,0.0,-0.0117999999999998,0.4535483870967742,0.0002931943578552,0.0,0.0,0,0.0020597800984979,-0.0004570511280779,0.0020746262206049,-0.029916000000000723
2012-02-01,0.023426513383816,0.0,-0.0015,0.45,0.00029310842012,-0.01,-8.0,0,-0.0468630785797604,0.0088602374742659,0.0052125057291942,-0.029916000000000723
2012-02-02,0.0004026014300286,0.0,-0.0050000000000001,0.4417241379310345,0.0028322810197316,0.0,2.0,0,-0.0312097443407615,0.0010945478306671,0.0045611324658106,-0.029916000000000723
2012-02-03,0.0096141253589969,0.0,-0.0102999999999999,0.4334482758620689,0.0028242818545081,0.0,-11.0,0,-0.0501815177670853,0.0144997259481076,0.0221496116201554,-0.029916000000000723
2012-02-06,0.0001073282174584,0.0,0.0026000000000001,0.4086206896551724,0.0084252992443847,0.0,3.0,0,0.0378702646347297,-0.0004239640135311,0.011713278353714,-0.029916000000000723
2012-02-07,0.0105688754962702,0.0,0.0011999999999998,0.4003448275862069,0.0027927319846945,0.0,-7.0,0,-0.0062129886852247,0.0020213375254701,0.0025844522227088,-0.029916000000000723
2012-02-08,-0.0013055228499077,0.0,-0.0065999999999999,0.3920689655172414,0.00278495434857,0.0,0.0,0,0.0284856030044405,0.002157880933325,0.0083108355665894,-0.029916000000000723
2012-02-09,-0.0045827989555675,0.0,0.0029999999999998,0.3837931034482759,0.0027772199129092,0.0,-7.0,0,0.0255517747953477,0.0014730251258786,0.0117902839922575,-0.029916000000000723
2012-02-10,-0.0236562201800243,0.0,0.0035,0.3755172413793103,0.0027695283187849,0.0,5.0,0,0.1096990063407518,-0.0069101226436161,-0.0108521523902297,-0.029916000000000723
2012-02-13,0.026125319603933,0.0,-0.0090999999999998,0.3506896551724138,0.0082628585057751,0.0,-5.0,0,-0.0879300684591924,0.0067770233264973,0.0052712479835987,-0.029916000000000723
2012-02-14,-0.0099900625077093,0.0,0.0003999999999999,0.3424137931034482,0.0027391833165388,0.0,7.0,0,0.0259216160210074,-0.0009399650039259,0.0019484385262756,-0.029916000000000723
2012-02-15,0.0050457521148015,0.0,-0.0015,0.3341379310344827,0.0027317006829363,0.0,2.0,0,0.0787032581015652,-0.0053977475362166,0.0064954180892407,-0.029916000000000723
2012-02-16,0.011771103901264,0.0,0.0167999999999999,0.3258620689655173,0.0027242588186453,-0.01,-3.0,0,-0.0952155837536371,0.0109653658332769,0.009872907342838,-0.029916000000000723
2012-02-17,0.0009369380946235,0.0,-0.0189999999999999,0.3175862068965517,0.0027168573913733,0.0,-4.0,0,-0.0778770991118328,0.0023461758829402,-0.0044223758828631,-0.029916000000000723
2012-02-23,-0.0058171405630993,0.0,-0.0096,0.2679310344827586,0.0161479378769264,0.01,3.0,0,-0.0794931808938379,0.0042629031806062,0.0058413374614667,-0.029916000000000723
2012-02-24,0.0018669889988522,0.0,0.0058,0.2596551724137931,0.0026661524684836,-0.01,0.0,0,0.0299054973394191,0.0016708411755084,0.0148543294515826,-0.029916000000000723
2012-02-27,-0.0107026268590857,0.0,-0.0009999999999998,0.2348275862068965,0.0079560706887367,0.0,5.0,0,0.0495876835544187,0.0013536425518792,-0.0104151162182547,-0.029916000000000723
2012-02-28,0.0109452312180557,0.0,-0.0064000000000001,0.226551724137931,0.0026380190084278,0.0,-4.0,0,-0.0127250099918451,0.0033507134923147,-0.0213258538132491,-0.029916000000000723
2012-02-29,-0.0022311443486131,0.0,0.0068000000000001,0.2182758620689655,0.0026310781701877,0.0,-6.0,0,0.0258327763422319,-0.0047482427569533,0.009090604184464,-0.029916000000000723
2012-03-01,0.0150505774129818,0.0,0.006,0.21,0.002624173759921,-0.0899999999999999,-3.0,0,-0.0655880893242676,0.0061391565445329,0.028451595871584,-0.029916000000000723
2012-03-02,0.0144439030354615,0.0,0.0092999999999998,0.2238709677419355,-0.0009635318793552,0.0,-3.0,0,0.0017366537303545,-0.0032510350278581,-0.0204129196174646,-0.029916000000000723
2012-03-05,-0.0121415114193084,0.0,0.0069000000000001,0.2654838709677419,-0.0028961785552255,0.0,1.0,0,0.0430172898643142,-0.0038772005028211,0.0012123785934729,-0.029916000000000723
2012-03-06,-0.0280155816963194,0.0,0.0242,0.2793548387096774,-0.0009672598223442,0.0,9.0,1,0.1451671187907625,-0.0154895061275441,-0.0148102605125342,-0.029916000000000723
2012-03-07,0.0137727047598428,0.0,0.0136,0.2932258064516129,-0.0009681963198158,0.0,-5.0,0,-0.0901963576921353,0.0068769217229941,0.017391737319949,-0.029916000000000723
2012-03-08,0.0134062568327006,-0.002706,0.0004999999999999,0.3070967741935484,-0.0009691346324753,0.0,-9.0,0,-0.0605262461715248,0.0097700491747222,0.0105787143562189,-0.03262200000000072
2012-03-09,-0.0030536203113218,0.0,0.0069999999999998,0.3209677419354839,-0.0009700747656005,0.01,-4.0,0,-0.0479270338615633,0.0036246730207315,0.0042956147755035,-0.03262200000000072
2012-03-12,-0.0047937937905757,0.0,0.0390000000000001,0.3625806451612903,-0.0029158833798916,0.0,-6.0,1,-0.0898313665075668,0.0001604477867881,-0.0050931752612169,-0.03262200000000072
2012-03-13,0.0298139741348322,0.0,-0.0055,0.3764516129032258,-0.0009738536091443,0.0,-4.0,0,-0.0552045634111875,0.0179691330904342,0.0069964102482018,-0.03262200000000072
2012-03-14,-0.0020051085744015,0.0,0.0043999999999999,0.3903225806451613,-0.0009748029245653,0.0,-6.0,0,0.0338790434200462,-0.0011969780885961,-0.0099527075616656,-0.03262200000000072
2012-03-15,-0.007470293405019,0.0,-0.014,0.4041935483870967,-0.0009757540925843,0.0,3.0,0,0.0071591360053037,0.0059494657015602,-0.0114277611304534,-0.03262200000000072
2012-03-16,-0.0009598842968969,0.0,0.0012,0.4180645161290323,-0.0009767071186281,0.0,2.0,0,-0.0635878139855573,0.0011187724767004,0.0181268558223289,-0.03262200000000072
2012-03-19,0.0006793980204324,0.0,0.0071999999999998,0.4596774193548387,-0.0029358581742719,0.01,-5.0,0,0.038635756887973,0.0039659715140711,-0.0007951533136495,-0.03262200000000072
2012-03-20,-0.0064284137065229,0.0,0.0169000000000001,0.4735483870967741,-0.0009805379123708,0.0,-1.0,0,0.0352747195603607,-0.0030050287343903,-0.0127287979352678,-0.03262200000000072
2012-03-21,-0.0064999185283358,0.0,0.0007999999999999,0.4874193548387097,-0.0009815003107114,-0.01,2.0,0,-0.0293085001815807,-0.0018729499037742,0.0006442832194394,-0.03262200000000072
2012-03-22,-0.015555601258816,0.0,-0.0017,0.5012903225806452,-0.000982464600101,0.0,4.0,0,0.0286664308815581,-0.0072326342268978,-0.0085712304015612,-0.03262200000000072
2012-03-23,-0.0002278925268726,0.0,-0.0056,0.5151612903225806,-0.0009834307861122,0.01,3.0,0,-0.0493683669698812,0.0031040360075561,0.0160312604006371,-0.03262200000000072
2012-03-26,0.0131626528680932,0.0,-0.0050999999999998,0.5567741935483871,-0.0029561085247973,0.0,-1.0,0,-0.0385191682390132,0.0137902999640882,0.0041471012063492,-0.03262200000000072
2012-03-27,-0.0097648490681994,0.0,-0.0008000000000001,0.5706451612903226,-0.0009873146087535,0.0,4.0,0,0.0891712618204648,-0.0028207497542463,-0.0008758359513842,-0.03262200000000072
2012-03-28,-0.0146132744771243,0.0,0.0088000000000001,0.5845161290322581,-0.0009882903623452,0.0,2.0,0,-0.007727011011186,-0.004953758683289,-0.0110533542521097,-0.03262200000000072
2012-03-29,-0.0031858188867772,0.0,0.0110999999999998,0.5983870967741935,-0.0009892680465029,0.0,4.0,0,0.0006461567442357,-0.0016092239433873,-0.0143584235226828,-0.03262200000000072
2012-03-30,-0.0055803457456136,0.0,-0.0112999999999998,0.6122580645161291,-0.0009902476669552,-0.01,-6.0,0,0.0012911853349168,0.0036916136216213,0.0039955846403127,-0.03262200000000072
2012-04-02,0.0108690857036162,0.0,0.0092999999999998,0.6306666666666667,-0.0006039226244123,0.0,1.0,0,0.0089917331435465,0.0074766261209824,0.0205395894219998,-0.03262200000000072
2012-04-03,-0.0143940709134362,0.0,-0.0058,0.6213333333333333,0.001377618892663,0.0,-11.0,0,0.0012779237501105,-0.0039966118201412,-0.0045547219477345,-0.03262200000000072
2012-04-04,-0.0118142721272604,0.0,0.006,0.612,0.0013757236694456,0.0,11.0,0,0.0486077412944318,-0.010254926852538,-0.0203890906413347,-0.03262200000000072
2012-04-05,0.0025467707524224,0.0,-0.0014999999999998,0.6026666666666667,0.0013738336536732,0.0,7.0,0,0.0156913429944157,-0.0006292401524213,0.0088701723477471,-0.03262200000000072
2012-04-09,-0.0121315086654103,0.0,-0.0040999999999999,0.5653333333333334,0.005476537858156,0.0,11.0,0,0.1189798498130152,-0.0114234379995426,-0.0061763881103077,-0.03262200000000072
2012-04-10,-0.0190121320071998,0.0,0.0057,0.556,0.0013644609404135,0.0,-2.0,0,0.0806559397317748,-0.0172290252771858,-0.0230065885806224,-0.03262200000000072
2012-04-11,-0.0072339807135897,0.0,-0.0014,0.5466666666666666,0.0013626017232954,0.0,-6.0,0,-0.0183127579001031,0.0074212898001237,0.0024994019077368,-0.03262200000000072
2012-04-12,0.0283892938619754,0.0,-0.0033,0.5373333333333333,0.0013607475660322,0.0,-7.0,0,-0.1518223685760412,0.0136853152359757,0.012650536919158,-0.03262200000000072
2012-04-13,-0.0152123351580932,0.0,0.0094,0.528,0.0013588984479913,0.0,7.0,0,0.1280658192299867,-0.0125534671250561,0.0009854870316415,-0.03262200000000072
2012-04-16,-0.0024342875612113,0.0,0.0008999999999999,0.5,0.0040656507209071,0.0,2.0,0,0.0,-0.0005037272401734,-0.0261958474018657,-0.03262200000000072
2012-04-17,0.0119371834799153,0.0,0.0080999999999999,0.4906666666666667,0.0013515519594271,0.0,-7.0,0,-0.0573690679268306,0.0153679791579546,0.0008422343166669,-0.03262200000000072
2012-04-18,0.0049479454055934,0.0,0.024,0.4813333333333333,0.0013497277319878,0.0,1.0,1,0.0097035970337546,-0.004063533761746,-0.0068426671093816,-0.03262200000000072
2012-04-19,-0.0062406672434942,-0.0027249999999999,0.0173,0.472,0.0013479084223337,0.0,-3.0,0,-0.015135358077369,-0.0059520754772023,0.0002542592643413,-0.03534700000000062
2012-04-20,-0.0019822245764089,0.0,-0.0080999999999999,0.4626666666666666,0.0013460940106071,0.0,2.0,0,-0.0514079693324901,0.0011685826213373,0.0064200434176886,-0.03534700000000062
2012-04-23,-0.0153994319659513,0.0,0.0078,0.4346666666666666,0.0040274442450449,0.01,5.0,0,0.0840922986471298,-0.0084431131028874,-0.0004211315302125,-0.03534700000000062
2012-04-24,0.0069954135161154,0.0,-0.0084000000000001,0.4253333333333333,0.0013388849494777,0.0,-3.0,0,-0.0469467884030774,0.0036730196416289,-0.0046438671372158,-0.03534700000000062
2012-04-25,-0.0035725581761383,0.0,0.0027000000000001,0.416,0.0013370947331967,0.0,0.0,0,-0.073343322946279,0.0135523428987414,0.0080917422170984,-0.03534700000000062
2012-04-26,0.007228869379249,0.0,0.0063999999999999,0.4066666666666666,0.0013353092979002,0.0,1.0,0,-0.0350913157613536,0.0066579521335077,0.0066934270923502,-0.03534700000000062
2012-04-27,-0.0081847917145001,0.0,-0.0019,0.3973333333333333,0.0013335286244657,0.0,2.0,0,0.0049140101966417,0.002411413929023,-0.0007507515505122,-0.03534700000000062
2012-04-30,0.0020888835311332,0.0,0.0065999999999999,0.3693333333333333,0.0039899491666144,0.0,0.0,0,0.0496068205323514,-0.0038910622753696,-0.003008782928075,-0.03534700000000062
2012-05-02,0.0097228801104911,0.0,0.0231000000000001,0.3509677419354838,0.0008057993302568,-0.06,-5.0,1,0.0167267211075901,-0.0024998055766587,-0.012276339412772,-0.03534700000000062
2012-05-03,-0.0051394177110815,0.0,0.0127999999999999,0.3419354838709677,-0.0005209250617195,0.0,-1.0,0,0.0394941183434748,-0.0076883511035068,-0.0180984548033956,-0.03534700000000062
2012-05-04,-0.0208752750294465,0.0,-0.0066999999999999,0.3329032258064516,-0.000521196566078,0.0,5.0,0,0.0872012067851708,-0.01627899572159,-0.0253001499392545,-0.03534700000000062
2012-05-07,0.0065388094433345,0.0,0.0058,0.3058064516129032,-0.0015652215582289,0.0,1.0,0,-0.0115486486235653,0.0003505195828976,-0.0001766956151624,-0.03534700000000062
2012-05-08,-0.0140644667329166,0.0,0.0098,0.2967741935483871,-0.0005222854195725,0.0,5.0,0,0.0057909455681224,-0.0042878531349693,-0.0038071699606222,-0.03534700000000062
2012-05-09,-0.0096379469490326,0.0,0.0210999999999998,0.2877419354838709,-0.0005225583441816,0.0,3.0,0,0.0526572295006351,-0.0067248275317819,0.0041605299751222,-0.03534700000000062
2012-05-10,-0.0014059991603811,0.0,0.0003999999999999,0.2787096774193548,-0.0005228315541803,0.01,-1.0,0,-0.0642729524066912,0.0025142474063852,-0.0041605299751222,-0.03534700000000062
2012-05-11,-0.0043140053644279,0.0,-0.0067999999999999,0.2696774193548387,-0.0005231050500125,0.0,6.0,0,0.0547657235621893,-0.0033930913342817,-0.0041779802916044,-0.03534700000000062
2012-05-14,-0.0325711571871067,-3.600000000000131e-05,0.0352999999999998,0.2425806451612903,-0.0015709589901202,0.0,7.0,1,0.0948988108828749,-0.0111750731023384,-0.0061654346735612,-0.03538300000000062
2012-05-15,-0.0228876731309988,0.0,0.0080999999999999,0.2335483870967742,-0.000524201900685,0.0,4.0,0,0.0045619820803378,-0.0057624082765024,0.0059872228917002,-0.03538300000000062
2012-05-16,-0.0062429969279271,0.0,0.0027000000000001,0.224516129032258,-0.0005244768324406,0.0,4.0,0,0.0135626466817076,-0.0044135439289479,-0.0047331973743183,-0.03538300000000062
2012-05-17,-0.0336621852798533,0.0,-9.9999999999989e-05,0.2154838709677419,-0.000524752052744,0.0,11.0,0,0.0950243597936983,-0.0151657974056044,-0.0385084192759731,-0.03538300000000062
2012-05-18,0.0087517025504073,0.0,0.0121999999999999,0.2064516129032258,-0.0005250275620394,0.0,1.0,0,0.0246029997175891,-0.0074152018267548,-0.003261415355164,-0.03538300000000062
2012-05-21,0.0373930858194029,0.0,0.0278999999999998,0.1793548387096774,-0.0015767386387057,0.0,-2.0,1,-0.1313709553983719,0.0159086843958393,0.0154668347695391,-0.03538300000000062
2012-05-22,-0.0277902662990463,0.0,0.0119000000000002,0.1703225806451613,-0.000526132498317,0.0,-3.0,0,0.0211290987249742,0.0004862187951418,-0.0036828500722066,-0.03538300000000062
2012-05-23,-0.0076602172894002,0.0,0.0322999999999997,0.1612903225806451,-0.0005264094594483,0.0,11.0,1,-0.0066949422269277,0.0016922705145487,-0.0266408809463954,-0.03538300000000062
2012-05-24,-0.0102317743617419,0.0,-0.0431999999999996,0.152258064516129,-0.0005266867123214,0.0,-5.0,1,-0.0360193482035774,0.001379080158588,0.0093348986791969,-0.03538300000000062
2012-05-25,0.0073715388260477,0.0,-0.0352000000000001,0.1432258064516129,-0.0005269642573999,0.0,0.0,1,0.0101617182743762,-0.0021679807027607,0.0026244159115062,-0.03538300000000062
2012-05-28,0.0136768607716568,0.0,-0.0254,0.1161290322580645,-0.0015825609716593,0.0,0.0,1,0.0101617182743762,-0.0021679807027607,0.0026244159115062,-0.03538300000000062
2012-05-29,-0.0105603370201574,0.0,0.0165999999999999,0.1070967741935484,-0.0005280773690206,0.0,0.0,0,-0.0341234101408394,0.0110180552788284,-0.0014051009232093,-0.03538300000000062
2012-05-30,-0.01540180402624,-3.700000000000231e-05,0.0134,0.0980645161290322,-0.000528356382075,0.0,8.0,0,0.1379201680201899,-0.0144386293047972,-0.030551974759967,-0.035420000000000625
2012-05-31,0.0127809068394562,-0.00179,0.0144999999999999,0.0890322580645161,-0.0005286356901219,0.0,7.0,0,-0.0033195020359348,-0.0022792610600432,-0.0155842098508994,-0.037210000000000625
2012-06-01,-0.020150274431602,0.0,0.0127000000000001,0.08,-0.0005289152936303,-0.15,7.0,0,0.1026136206774618,-0.0249512954143615,-0.0343518788220577,-0.037210000000000625
2012-06-04,0.0002621231994037,0.0,0.0059999999999997,0.1149999999999999,0.0034453523039186,0.0,-7.0,0,-0.0204629724889403,0.0001095481949877,0.0042578954387645,-0.037210000000000625
2012-06-05,-0.0176778480304697,0.0,-0.0143999999999997,0.1266666666666666,0.0011458179292151,0.0,-10.0,0,-0.0567081251356513,0.005710514594359,-0.0001011901107945,-0.037210000000000625
2012-06-06,0.0314175713005244,0.0,-0.0083000000000001,0.1383333333333333,0.0011445065329631,0.0,-13.0,0,-0.1077043564091462,0.0227877760480482,0.0180474428179042,-0.037210000000000625
2012-06-08,0.005046701813244,0.0,0.0169999999999999,0.1616666666666666,0.0022850908604006,0.0,1.0,0,-0.02281820929917,0.0080814207999896,-0.0046138404911977,-0.037210000000000625
2012-06-11,-0.0079129075347808,0.0,-0.0004999999999997,0.1966666666666666,0.0034178754451961,0.0,4.0,0,0.1041350819623545,-0.012700423815401,-0.0148886247658238,-0.037210000000000625
2012-06-12,0.0192211327881022,0.0,0.0215999999999998,0.2083333333333333,0.0011367007634195,-0.01,-10.0,0,-0.0644253117758245,0.0115833899012398,-0.0088142480361887,-0.037210000000000625
2012-06-13,0.0108763493126069,0.0,0.004,0.2199999999999999,0.0011354101417069,0.0,-2.0,0,0.0941160142602258,-0.0070480300711041,-0.0001029714975254,-0.037210000000000625
2012-06-14,-0.0053872548155258,0.0,0.0087000000000001,0.2316666666666666,0.0011341224474392,0.0,-1.0,0,-0.1128508479519876,0.0107565926498697,-0.001030062680327,-0.037210000000000625
2012-06-15,0.0135121429203195,0.0,-0.0248000000000003,0.2433333333333333,0.0011328376706707,0.0,-10.0,1,-0.0266432998746786,0.0102847456521467,0.0059597569833044,-0.037210000000000625
2012-06-18,0.0016028498534002,0.0,0.0191000000000003,0.2783333333333333,0.0033908333780807,0.01,8.0,0,-0.1417535481852229,0.0014437039589353,-0.0161110324526742,-0.037210000000000625
2012-06-19,0.0176386970074062,0.0,-0.0194,0.29,0.0011277275411636,0.0,0.0,0,0.0032697286794811,0.0097678344176127,-0.0030238374292722,-0.037210000000000625
2012-06-20,-0.0004896731529608,0.0,-0.0146999999999999,0.3016666666666666,0.0011264572042151,0.0,0.0,0,-0.0640308193080602,-0.0016877805127717,-0.0325844653306692,-0.037210000000000625
2012-06-21,-0.0295037020400652,0.0,0.0070000000000001,0.3133333333333333,0.0011251897260073,-0.01,1.0,0,0.1524920390646908,-0.0225132081833758,-0.0380432746940281,-0.037210000000000625
2012-06-22,-0.0011717519029623,0.0,0.0191999999999996,0.3249999999999999,0.0011239250969037,0.0,-4.0,0,-0.103259985426247,0.0071489892345043,0.0194223955061556,-0.037210000000000625
2012-06-25,-0.029934955229292,0.0,0.0163000000000002,0.36,0.0033642158634172,0.0,6.0,0,0.1180896810175319,-0.016083502390603,0.0003296750223978,-0.037210000000000625
2012-06-26,0.0005945634778736,0.0,0.0024999999999999,0.3716666666666666,0.0011188948802285,0.0,-1.0,0,-0.0329206722605771,0.0047613681610202,0.0218450736459063,-0.037210000000000625
2012-06-27,-0.013614557718979,0.0,0.0020999999999999,0.3833333333333333,0.0011176443535543,0.0,0.0,0,-0.0137862050646034,0.0089447814196174,0.0051469485869903,-0.037210000000000625
2012-06-28,-0.0086421808480903,0.0,0.0139999999999997,0.3949999999999999,0.0011163966190448,0.0,6.0,0,0.0132789654246037,-0.0021120283457667,-0.0231536837062104,-0.037210000000000625
2012-06-29,0.0318323810928031,3.600000000000131e-05,-0.0690999999999997,0.4066666666666667,0.001115151667367,0.0,-11.0,1,-0.1432178908211719,0.0246147937349202,0.068116855656408,-0.03717400000000062
2012-07-02,0.0061991248334738,-3.600000000000131e-05,-0.032,0.4293548387096774,0.00299345223989,-0.0099999999999999,5.0,1,-0.0165293428974155,0.0024562921587068,-0.0047146414613658,-0.037210000000000625
2012-07-03,0.0196796517099056,0.0,-0.0005000000000001,0.4287096774193548,0.0007662850322667,0.0,-8.0,0,-0.0083682134163899,0.0062127715684242,0.033737206514788,-0.037210000000000625
2012-07-04,0.0053103640889506,0.0,0.0312999999999998,0.4280645161290322,0.0007656982890988,0.0,0.0,1,-0.0083682134163899,0.0062127715684242,0.033737206514788,-0.037210000000000625
2012-07-05,0.0053710024542787,0.0,0.0091000000000001,0.4274193548387097,0.0007651124437817,0.0,0.0,0,0.0491902533497088,-0.0046980415663211,0.000198596120815,-0.037210000000000625
2012-07-06,-0.0176254641036521,0.0,0.0066999999999999,0.4267741935483871,0.0007645274942529,-0.01,3.0,0,-0.0231223951126832,-0.0094774186555819,-0.0252413673737748,-0.037210000000000625
2012-07-10,-0.0309465575220642,0.0,-0.0026999999999999,0.4241935483870968,0.0030522783258053,0.0,3.0,0,0.0403324307857935,-0.0081591217895906,-0.0237037520260678,-0.037210000000000625
2012-07-11,-0.0025541845626779,0.0,-0.0021999999999997,0.4235483870967741,0.0007616161118235,0.0,-3.0,0,-0.0420022769317862,-1.4923688990578574e-05,0.0228062567125585,-0.037210000000000625
2012-07-12,-0.002766615466891,-0.0018359999999999,0.0160999999999997,0.4229032258064516,0.0007610364941417,0.0,-2.0,0,0.0209489002514911,-0.004999574352459,0.0083457645380434,-0.039046000000000525
2012-07-13,0.0168910393439354,0.0,-0.0133,0.422258064516129,0.0007604577580071,0.0,-3.0,0,-0.0907380063007897,0.0163627592475732,0.0130733844394469,-0.039046000000000525
2012-07-16,-0.0172467679829058,0.0,0.0041999999999999,0.4203225806451612,0.0022779096426042,0.0,-3.0,0,0.0218620721877353,-0.0023169958916205,0.0111678898063696,-0.039046000000000525
2012-07-17,0.0094492414089746,0.0,-0.0030999999999998,0.4196774193548387,0.0007581515888652,0.0,-5.0,0,-0.037515626871911,0.0073823558099117,0.0043362818284345,-0.039046000000000525
2012-07-18,0.0124250391010836,0.0,-0.0091000000000001,0.4190322580645161,0.0007575772304573,0.0,4.0,0,-0.019608453053774,0.006658275330085,0.0110921355444738,-0.039046000000000525
2012-07-19,0.0138999781853623,0.0,-0.0019,0.4183870967741935,0.0007570037416311,0.0,-2.0,0,-0.0449300526521735,0.0027134152485113,0.0247946520984914,-0.039046000000000525
2012-07-20,-0.0210338038760244,0.0,-0.0011999999999998,0.4177419354838709,0.0007564311204166,0.0,1.0,0,0.0517139583679341,-0.010112620534169,-0.0090388836866499,-0.039046000000000525
2012-07-23,-0.0216554359608469,0.0,0.0184999999999999,0.4158064516129032,0.0022658662805756,0.01,7.0,0,0.1349133675541411,-0.0089489790037072,-0.0339887029583054,-0.039046000000000525
2012-07-24,-0.0074759274307343,0.0,0.0005999999999999,0.4151612903225806,0.0007541492723923,0.0,6.0,0,0.094724049208675,-0.0090820501924241,0.0015482491236579,-0.039046000000000525
2012-07-25,-0.0005890904424177,0.0,-0.0015,0.414516129032258,0.0007535809598309,0.0,-1.0,0,-0.0567848682143012,-0.0003139107221179,0.0092397106389284,-0.039046000000000525
2012-07-26,0.0261714011429639,0.0,-0.0147999999999997,0.4138709677419354,0.0007530135031661,0.0,-3.0,0,-0.0982617598120243,0.0164056628649511,0.0083954403184619,-0.039046000000000525
2012-07-27,0.0461386509762071,0.0,-0.0081999999999999,0.4132258064516129,0.0007524469004636,0.0,-17.0,0,-0.0485049729951748,0.0189008144904502,0.0114297665713145,-0.039046000000000525
2012-07-30,0.0120921732832499,0.0,0.0139999999999997,0.4112903225806451,0.0022539495959339,-0.01,-8.0,0,0.0766283101910197,-0.0004834764446106,-0.0025391867198567,-0.039046000000000525
2012-07-31,-0.0201880896732014,0.0,0.0186000000000001,0.4106451612903226,0.0007501889908336,0.01,1.0,0,0.0487109060437834,-0.0043261727662202,-0.0121259425251287,-0.039046000000000525
2012-08-01,-0.0084855503791079,0.0,-0.0066999999999999,0.41,0.0007496266291617,0.0199999999999999,-8.0,0,0.0015834671970587,-0.0029041929017454,0.0098635182167979,-0.039046000000000525
2012-08-02,-0.001853468585276,0.0,0.0042999999999997,0.4151612903225806,-0.0012395398205224,0.0,7.0,0,-0.0761385637097012,-0.007531963624136,-0.0005663887475202,-0.039046000000000525
2012-08-03,0.0307716586667528,0.0,-0.0161999999999999,0.4203225806451612,-0.0012410781865508,0.0,-8.0,0,-0.1163611277611186,0.0188612881853024,0.028302027350049,-0.039046000000000525
2012-08-06,0.0188586903927685,0.0,-0.0034,0.4358064516129032,-0.0037325030593677,0.0,-1.0,0,0.0196270602038073,0.0023265607240576,0.0055837995326026,-0.039046000000000525
2012-08-07,-0.0106659866508884,0.0,0.0001999999999999,0.4409677419354838,-0.0012472700258374,0.0,-4.0,0,0.0025046952592468,0.0050937627425929,0.0221177773964051,-0.039046000000000525
2012-08-08,0.0209989117607314,0.0,-0.0007999999999999,0.4461290322580645,-0.001248827651338,0.0,-5.0,0,-0.0428043681394467,0.0006206338074531,0.0012492139576678,-0.039046000000000525
2012-08-09,-0.002615757173082,0.0,-0.0090999999999996,0.4512903225806451,-0.0012503891721138,0.0,1.0,0,-0.0026143781296879,0.000413599995173,0.0095847541374429,-0.039046000000000525
2012-08-10,0.0081980167465349,0.0,-0.0007000000000001,0.4564516129032258,-0.0012519546027967,0.0,4.0,0,-0.0359798950294165,0.0021860506671047,-0.002387623494855,-0.039046000000000525
2012-08-13,-0.002668830339882,0.0,0.0091000000000001,0.4719354838709677,-0.0037652957125615,0.0,0.0,0,-0.0731690523214241,-0.0012526850781939,0.0057382769596677,-0.039046000000000525
2012-08-14,-0.0177469975263466,0.0,-0.0008000000000003,0.4770967741935483,-0.0012582557197831,0.0,-3.0,0,0.0806040720250789,-0.0001281546120199,0.0037780681091437,-0.039046000000000525
2012-08-15,0.0018233113624273,0.0,-0.0023999999999997,0.482258064516129,-0.0012598409220405,0.0,-3.0,0,-0.0149256680825267,0.001138991629449,0.0192814835033038,-0.039046000000000525
2012-08-16,0.0213720040041387,0.0,-0.0020000000000002,0.4874193548387096,-0.0012614301235398,0.0,3.0,0,-0.0235142335820898,0.0070754203875054,0.0055758370634132,-0.039046000000000525
2012-08-17,-0.006142027947984,0.0,-0.0031999999999996,0.4925806451612903,-0.0012630233394386,0.0,1.0,0,-0.0605808974054714,0.0018703837394767,-0.0276675419456708,-0.039046000000000525
2012-08-20,0.0033962775010554,0.0,0.0026999999999999,0.5080645161290323,-0.0037986696866045,0.01,1.0,0,0.0415058223903873,-2.1175053652821643e-05,-8.796566915628e-05,-0.039046000000000525
2012-08-21,-0.0061759403077648,0.0,-0.0036,0.5132258064516129,-0.0012694366527767,-0.01,-1.0,0,0.0688977625557258,-0.0035036668144446,0.008233404279793,-0.039046000000000525
2012-08-22,0.0078276631939004,0.0,0.0036999999999998,0.5183870967741935,-0.0012710501706667,0.0,2.0,0,0.0059740767501587,0.0002263776234567,0.0023524669430676,-0.039046000000000525
2012-08-23,-0.0147424484738856,0.0,0.0030999999999998,0.5235483870967741,-0.0012726677955061,0.0,3.0,0,0.0547288408487348,-0.0081049995977225,0.0008698545398794,-0.039046000000000525
