,br_ibov_ret_log,br_selic_diff,br_dolar_diff,br_ipca,br_pib_ret_log,ipca_expectativa_diff,embi_brasil_diff,T_choque_dolar,vix_ret_log,sp500_ret_log,petroleo_ret_log,br_selic
2008-04-28,0.0075039514612189,3.599999999999437e-05,0.0075999999999998,0.766,0.0009997476988825,0.0,3.0,0,0.002549032103836,-0.0010521548912095,0.0034323144716316,-0.025589000000000733
2008-04-29,-0.0286033831640644,0.0,0.0294,0.774,0.000333027246155,0.0,-3.0,1,0.0300925612615178,-0.0038962732556066,-0.0287633122152162,-0.025589000000000733
2008-04-30,0.0614040113341314,0.0,-0.0185999999999999,0.782,0.00033291637593,0.0,-7.0,0,0.0268113127959561,-0.0038537184080868,-0.0184177071943875,-0.025589000000000733
2008-05-02,0.0218321917405468,0.0,-0.0365999999999999,0.7883870967741936,0.000942596494843,-0.03,-17.0,1,-0.0377810107307528,0.0032303754374388,0.0360831609433697,-0.025589000000000733
2008-05-05,0.0115952883267063,0.0,0.0071999999999998,0.7835483870967742,0.0018271448456967,0.01,0.0,0,0.0388397963463338,-0.0045438916104296,0.0295011751054678,-0.025589000000000733
2008-05-06,0.0002849611759678,0.0,0.0037,0.7819354838709678,0.0006083071545894,0.0,-3.0,0,-0.0371910584185737,0.0076228057559777,0.0194718677461582,-0.025589000000000733
2008-05-07,-0.0169097432819871,0.0,0.0125999999999999,0.7803225806451614,0.0006079373419449,0.0,6.0,0,0.0801694533696819,-0.0182798527423704,0.0165688343731065,-0.025589000000000733
2008-05-08,0.0101485662717166,-3.599999999999437e-05,0.0195,0.7787096774193548,0.0006075679786707,0.0,7.0,0,-0.0168672504272268,0.0036628353266756,0.0042421066346843,-0.025625000000000727
2008-05-09,-0.0010906378441735,3.599999999999437e-05,0.0013,0.7770967741935484,0.0006071990639533,0.0,5.0,0,0.0005153429137217,-0.0067481656630263,0.0206259746063191,-0.025589000000000733
2008-05-12,0.0109952414992644,0.0,-0.0206000000000001,0.772258064516129,0.0018193881768429,0.0,0.0,0,-0.0871518361788411,0.010960492292485,-0.0200562303449764,-0.025589000000000733
2008-05-13,0.0012347520356161,3.600000000000131e-05,-0.0159999999999997,0.7706451612903226,0.0006057278743138,0.0,-11.0,0,0.0106234504430955,-0.0003847453519088,0.009635269893065,-0.02555300000000073
2008-05-14,-0.0067743801379105,3.500000000000031e-05,0.0057999999999998,0.7690322580645161,0.0006053611901553,0.0,0.0,0,-0.0179578170483672,0.0039975832806234,-0.0182148300860245,-0.02551800000000073
2008-05-15,0.020704673361692,0.0,-0.004,0.7674193548387097,0.0006049949496826,0.0,5.0,0,-0.0801371255288889,0.0105288411960375,0.0062988195476476,-0.02551800000000073
2008-05-16,0.0176770004012016,3.600000000000131e-05,-0.0166999999999999,0.7658064516129033,0.000604629152086,0.01,-5.0,0,0.0103754414922535,0.0012496171021445,0.0190620476342941,-0.02548200000000073
2008-05-19,0.0091925739324594,0.0,0.0025999999999999,0.7609677419354839,0.0018116970874562,0.0,1.0,0,0.0322609173646249,0.0008976426143178,0.000559885606353,-0.02548200000000073
2008-05-20,0.0010615423300137,0.0,0.0110000000000001,0.7593548387096775,0.0006031703744753,0.0,4.0,0,0.0329604680537235,-0.0093168565354589,0.0219858507546549,-0.02548200000000073
2008-05-21,-0.0167617015117187,0.0,-0.0078,0.757741935483871,0.0006028067792716,0.01,-2.0,0,0.0558619220241994,-0.0161837865360712,0.037311464968813,-0.02548200000000073
2008-05-23,-0.0117290748934504,0.0,0.0055,0.7545161290322581,0.001204524524514,0.0,2.0,0,0.0798296048955628,-0.013298434194715,0.0080892749561438,-0.02548200000000073
2008-05-26,0.0024741243112504,0.0,0.0062999999999999,0.7496774193548387,0.00180407074936,0.0,0.0,0,0.0798296048955628,-0.013298434194715,0.0080892749561438,-0.02548200000000073
2008-05-27,-0.0089328252613345,0.0,0.0070999999999998,0.7480645161290322,0.0006006343803495,0.0,-2.0,0,0.0045930244430179,0.0068228925121217,-0.0250898931660708,-0.02548200000000073
2008-05-28,0.0299859436085849,0.0,-0.0050999999999998,0.7464516129032258,0.0006002738352357,0.0,-1.0,0,-0.0294518682399534,0.0039550589164796,0.0202135814201794,-0.02548200000000073
2008-05-29,-0.0186965177321258,0.0,-0.0134,0.7448387096774194,0.0005999137227128,0.0,-16.0,0,-0.0499969925691359,0.005320756886204,-0.0313422087009627,-0.02548200000000073
2008-05-30,0.0110118779363705,0.0,-0.0201999999999999,0.7432258064516128,0.0005995540420045,0.0,-10.0,0,-0.0172369834441825,0.001515018374346,0.0069894610222954,-0.02548200000000073
2008-06-02,-0.0096339592104026,0.0,0.0025999999999999,0.733,0.0025667127857147,-0.03,-2.0,0,0.1063135110882204,-0.0105598229547777,0.0018765094662087,-0.02548200000000073
2008-06-03,-0.0265678833103919,0.0,-0.0104999999999999,0.726,0.0013668112901221,0.0,5.0,0,0.0204648944265692,-0.005804642134554,-0.0272384405634217,-0.02548200000000073
2008-06-04,-0.0193105470506118,0.0,0.0092,0.719,0.0013649456666833,0.0,-4.0,0,0.0272921169166165,-0.0003267497324213,-0.0201077259041234,-0.02548200000000073
2008-06-05,0.0366281617912171,0.0017739999999999,-0.0044999999999999,0.712,0.001363085129256,0.0,-1.0,0,-0.1101798104614122,0.0193085352541535,0.0435896794457819,-0.02370800000000083
2008-06-06,-0.020550854084238,0.0,0.002,0.705,0.0013612296570659,0.0,11.0,0,0.2347771965493274,-0.0313763380185377,0.0765747511219811,-0.02370800000000083
2008-06-09,-0.007262718254811,0.0,-0.0017,0.684,0.0040726064812677,0.0,5.0,0,-0.0188522560122068,0.0007933736546294,-0.0278368393324447,-0.02370800000000083
2008-06-10,-0.021977302945416,7.100000000000162e-05,0.0126999999999999,0.677,0.0013538580092387,0.01,-11.0,0,0.002591770973885,-0.0024410485020095,-0.0218179439420598,-0.023637000000000827
2008-06-11,-0.0145651679429548,3.500000000000031e-05,0.0036,0.67,0.001352027555626,0.0,8.0,0,0.0397515555759883,-0.0170386810206492,0.030072931343938,-0.023602000000000827
2008-06-12,0.0078588502927701,0.0,-0.0028000000000001,0.663,0.0013502020449767,0.01,-6.0,0,-0.033301323889941,0.0032743322917701,0.0078934574058639,-0.023602000000000827
2008-06-13,-0.0017543081673885,0.0,-0.0031999999999998,0.656,0.0013483814572978,0.0,-3.0,0,-0.0947959819357066,0.0149341891825909,-0.0072271386734492,-0.023602000000000827
2008-06-16,0.0012045596263483,0.0,-0.0091000000000001,0.635,0.0040342697778754,0.0,5.0,0,-0.0128054180421205,8.086652661084205e-05,-0.0029648964394221,-0.023602000000000827
2008-06-17,0.0169908967266998,0.0,-0.0149999999999999,0.628,0.0013411479401526,0.0,-1.0,0,0.0085551091250366,-0.0067943624734685,-0.0073762988691895,-0.023602000000000827
2008-06-18,-0.0198932243454077,0.0,-0.0014,0.621,0.0013393516711506,0.0,7.0,0,0.0511986671805918,-0.0097592914913047,0.0201369047633724,-0.023602000000000827
2008-06-19,-0.0074805854522654,0.0,-0.0061999999999999,0.614,0.0013375602073821,0.0,-4.0,0,-0.0301255027963441,0.0037453020931321,-0.0330830528576993,-0.023602000000000827
2008-06-20,-0.0301233105477329,0.0,-0.0008999999999999,0.607,0.0013357735295986,0.0,7.0,0,0.0580590884359208,-0.0187169298745104,0.0214352852458812,-0.023602000000000827
2008-06-23,0.0004023086380406,0.0,0.0074999999999998,0.5860000000000001,0.0039966480952049,0.0,2.0,0,-0.0101078183545183,5.3071430313939166e-05,0.0077557210801096,-0.023602000000000827
2008-06-24,-0.0073287701482165,0.0,-0.0070999999999998,0.579,0.001328674296726,0.0,7.0,0,-0.0097648053290353,-0.0028188104950155,0.0040386516751724,-0.023602000000000827
2008-06-25,0.0259203411734905,0.0,-0.0044999999999999,0.5720000000000001,0.0013269112635789,0.0,3.0,0,-0.0587864694767449,0.0058264005356176,-0.0157321078815941,-0.023602000000000827
2008-06-26,-0.0293703699633738,0.0,-0.0050000000000001,0.5650000000000001,0.0013251529030089,0.01,12.0,0,0.123965963102925,-0.0298050148105824,0.0401279394416821,-0.023602000000000827
2008-06-27,0.005831556738796,0.0,0.0125999999999999,0.558,0.0013233991964654,0.0,8.0,0,-0.0206889271802956,-0.0037243561390026,0.0034268308581949,-0.023602000000000827
2008-06-30,0.0107779826229066,0.0,-0.0157999999999998,0.537,0.0039597216141959,0.0,-1.0,0,0.0215243682195936,0.0012664227601932,-0.0034268308581949,-0.023602000000000827
2008-07-01,-0.0252633866662623,0.0,0.0141999999999999,0.53,0.0013164305429604,0.07,4.0,0,-0.0126052569042896,0.0038286256531538,0.0059892966053142,-0.023602000000000827
2008-07-02,-0.0367907069412343,0.0,-0.0068000000000001,0.5219354838709678,-0.0003263670708264,0.0,3.0,0,0.0916517756193695,-0.0183713449871704,0.0252004802443689,-0.023602000000000827
2008-07-03,-0.0304561706842552,0.0,0.0096,0.5138709677419355,-0.000326473621067,-0.01,0.0,0,-0.0449779705168518,0.0010933244042243,0.0125372403839548,-0.023602000000000827
2008-07-04,0.0015509367730661,0.0,0.0011000000000001,0.5058064516129033,-0.0003265802409018,0.0,0.0,0,-0.0449779705168518,0.0010933244042243,0.0125372403839548,-0.023602000000000827
2008-07-07,-0.0046769690075496,0.0,-0.0059,0.4816129032258064,-0.0009803811386817,0.0,3.0,0,0.0395621202351936,-0.0084207903501973,-0.0292433184748794,-0.023602000000000827
2008-07-08,0.0075533134940606,0.0,-0.0014,0.4735483870967742,-0.0003270074175514,0.0,6.0,0,-0.107604260091786,0.0169361196263839,-0.0390995020164105,-0.023602000000000827
2008-07-10,0.0119711920580112,0.0,0.012,0.4574193548387097,-0.0006543358116015,0.0,5.0,0,0.0141679116251503,0.0069654363115264,0.0391277573589456,-0.023602000000000827
2008-07-11,-0.0017441720022048,0.0,-0.0115,0.4493548387096774,-0.00032732853413,0.0,-8.0,0,0.0716206377166597,-0.011151895352082,0.0171720447247747,-0.023602000000000827
2008-07-14,0.0094814103298954,0.0,-0.0089999999999998,0.4251612903225806,-0.0009826289576206,0.01,8.0,0,0.0353797766194613,-0.009068857497041,-0.0039527621035744,-0.023602000000000827
2008-07-15,0.0048301335938329,0.0,-0.0032,0.4170967741935484,-0.0003277576718865,0.0,-1.0,0,0.0021045736568213,-0.0109611112071844,-0.0365838242930079,-0.023602000000000827
2008-07-16,0.0169174676047685,0.0,0.0050000000000001,0.4090322580645161,-0.0003278651321991,0.0,-9.0,0,-0.1284387827916983,0.024754604874713,-0.021416920487198,-0.023602000000000827
2008-07-17,-0.0318776224429093,0.0,-0.0047000000000001,0.4009677419354839,-0.0003279726630012,0.0099999999999999,-11.0,0,-0.0035921072945946,0.0119409813729267,-0.035525244627686,-0.023602000000000827
2008-07-18,-0.0020150385262276,0.0,0.0025000000000001,0.3929032258064516,-0.0003280802643601,0.0,-2.0,0,-0.0391407892124249,0.0002856861755844,-0.0067366468497139,-0.023602000000000827
2008-07-21,0.0129846143620859,0.0,-0.012,0.3687096774193549,-0.0009848871078528,0.0,0.0,0,-0.042469228485384,-0.0005395795681692,0.0184175536301674,-0.023602000000000827
2008-07-22,-0.018685302680387,0.0,-0.0007000000000001,0.3606451612903226,-0.000328511376761,0.0,-3.0,0,-0.084608381761394,0.0134018560870155,-0.0233455637273925,-0.023602000000000827
2008-07-23,-0.0037961546578966,-3.500000000000031e-05,0.0022999999999999,0.3525806451612903,-0.0003286193319507,0.0,-6.0,0,0.0061190664672264,0.0040559306967179,-0.0334358729999936,-0.023637000000000827
2008-07-24,-0.0340112367837743,0.002645,-0.0052999999999998,0.3445161290322581,-0.0003287273581182,0.0,8.0,0,0.0952675664436759,-0.0233959869658119,0.0091368490915021,-0.020992000000000826
2008-07-25,-0.0041000467440124,3.600000000000131e-05,-0.0036,0.3364516129032258,-0.0003288354553276,0.0,-8.0,0,-0.0228704976877537,0.0041588480463002,-0.0153015880418134,-0.020956000000000825
2008-07-28,-0.0057860385147652,0.0,0.0008999999999999,0.312258064516129,-0.0009871556607645,0.0,5.0,0,0.0560180261309144,-0.0187716543170863,0.0105449110342919,-0.020956000000000825
2008-07-29,0.0204337379701957,0.0,-0.0023999999999999,0.3041935483870968,-0.0003292685560349,0.0,-2.0,0,-0.0951863239530923,0.0230874307944618,-0.0251873891211539,-0.020956000000000825
2008-07-30,0.0331271131623189,0.0,-0.0088999999999999,0.2961290322580645,-0.0003293770095282,0.0,1.0,0,-0.0379324665712091,0.0165345392799297,0.0351503256625128,-0.020956000000000825
2008-07-31,-0.0082508856987946,0.0,0.0024999999999999,0.2880645161290323,-0.0003294855344897,0.0,5.0,0,0.0784094095701539,-0.013230903287162,-0.0248538768398815,-0.020956000000000825
2008-08-01,-0.032017077185829,0.0,-0.0073,0.28,-0.0003295941309886,-0.0299999999999999,2.0,0,-0.0162605576737103,-0.0055940123576434,0.001611839044089,-0.020956000000000825
2008-08-04,-0.0356982067880569,0.0,0.0066000000000001,0.2780645161290322,0.0015195785275867,0.0,-1.0,0,0.0399532116188801,-0.0090065236049024,-0.0285897115746124,-0.020956000000000825
2008-08-05,0.0153821733852304,0.0,0.0072999999999998,0.2774193548387097,0.0005060134711634,0.01,-3.0,0,-0.1054078373568122,0.0283140872375076,-0.0250034284817049,-0.020956000000000825
2008-08-06,0.0187878839025117,0.0,0.0050000000000001,0.2767741935483871,0.0005057575510232,0.0,-4.0,0,-0.0440003230185184,0.0033487361579261,-0.0059650535402008,-0.020956000000000825
2008-08-07,-0.0091481084910274,0.0,0.0060999999999999,0.2761290322580645,0.00050550188962,-0.01,9.0,0,0.0444732589042013,-0.0180964967014885,0.0073235497906262,-0.020956000000000825
2008-08-08,-0.0076407477235438,0.0,0.0292999999999998,0.2754838709677419,0.0005052464865613,0.0,1.0,1,-0.0234404311500681,0.0236118675696423,-0.0391935516866852,-0.020956000000000825
2008-08-11,-0.0334969864193936,0.0,0.0012,0.2735483870967742,0.001514209618902,0.0,-5.0,0,-0.0264850693628859,0.0069187406968781,-0.0058407569771064,-0.020956000000000825
2008-08-12,-0.0039735272885064,-3.600000000000131e-05,0.0013,0.2729032258064516,0.0005042274499498,0.0,6.0,0,0.0508707018077055,-0.0121238684022478,-0.0135825217862797,-0.020992000000000826
2008-08-13,0.0012835089224001,0.0,0.0049999999999998,0.272258064516129,0.0005039733327567,0.0,0.0,0,0.0177906923958886,-0.0029199218388871,0.0206578414225242,-0.020992000000000826
2008-08-14,0.0102998786802483,3.600000000000131e-05,-0.0006999999999999,0.2716129032258064,0.0005037194715686,0.0,4.0,0,-0.0577863830242565,0.0055066121473704,0.0018489909125261,-0.020956000000000825
2008-08-15,-0.0163467464027391,0.0,0.0184999999999999,0.2709677419354839,0.0005034658660036,0.0,4.0,0,-0.0380807649164366,0.0040676498031485,-0.0099898920059352,-0.020956000000000825
2008-08-18,-0.0170496177113204,0.0,-0.004,0.2690322580645161,0.0015088785150449,0.0,5.0,0,0.0690609479432606,-0.0152129417489374,-0.0054345591942587,-0.020956000000000825
2008-08-19,0.0058336459214434,0.0,-0.0005999999999999,0.2683870967741936,0.0005024539922455,0.0,-3.0,0,0.0141981155915184,-0.0093585575662945,0.0116347290899761,-0.020956000000000825
2008-08-20,0.031887929658751,0.0,-0.0136,0.267741935483871,0.0005022016590121,0.0,4.0,0,-0.0412528802678634,0.0061782071568333,0.0097536084280747,-0.020956000000000825
2008-08-21,0.0100259572043217,0.0,-0.0063999999999999,0.2670967741935484,0.0005019495790943,-0.01,-4.0,0,-0.0298233029682792,0.00249185684366,0.0494728457015483,-0.020956000000000825
2008-08-22,-0.0015207767836837,0.0,0.0073999999999998,0.2664516129032258,0.0005016977521137,0.0,-1.0,0,-0.0523028985837557,0.0112689376647928,-0.0533277869022634,-0.020956000000000825
2008-08-25,-0.0248909312694411,0.0,0.0058,0.2645161290322581,0.0015035848181135,0.0,7.0,0,0.1087041972489247,-0.0198205705279157,0.0009651293736592,-0.020956000000000825
2008-08-26,-0.0021684010113549,0.0,0.01,0.2638709677419355,0.0005006929659518,0.0,0.0,0,-0.0231558610892537,0.0036795944289534,0.0052479652023438,-0.020956000000000825
2008-08-27,0.0211151112745486,0.0,-0.0161999999999999,0.2632258064516129,0.0005004423979571,0.0,1.0,0,-0.0362772471775812,0.0079509611276483,0.0137754309838361,-0.020956000000000825
2008-08-28,0.0154246541200198,0.0,0.0049000000000001,0.2625806451612903,0.0005001920806275,0.0,-4.0,0,-0.0168414248070398,0.0147311065442301,-0.0177964075000733,-0.020956000000000825
2008-08-29,-0.0125289426028185,0.0,0.0081999999999999,0.2619354838709677,0.0004999420135867,0.0,-4.0,0,0.0608970218381606,-0.0138187052787808,-0.0010515741618026,-0.020956000000000825
2008-09-01,-0.0093467056002882,-3.600000000000131e-05,0.0102999999999999,0.26,0.0014983281357725,-0.0399999999999999,0.0,0,0.0608970218381606,-0.0138187052787808,-0.0010515741618026,-0.020992000000000826
2008-09-02,-0.0138366298553691,3.600000000000131e-05,0.0154999999999998,0.2663333333333333,0.0014833945500924,0.0,6.0,0,0.0628724932242875,-0.0041009116023289,-0.0513625790607202,-0.020956000000000825
2008-09-03,-0.0162514810758871,0.0,0.0126000000000001,0.2726666666666666,0.0014811973496158,0.0,6.0,0,-0.0257959704321462,-0.0020371521529357,-0.002587790604888,-0.020956000000000825
2008-09-04,-0.0403729450849734,0.0,0.0282,0.279,0.0014790066484859,0.0,7.0,1,0.1145112545968158,-0.0303788577228469,-0.0164212917660395,-0.020956000000000825
2008-09-05,0.0102759518249566,0.0,0.0294999999999998,0.2853333333333333,0.0014768224179153,0.0,3.0,1,-0.0412035866414561,0.0044209777845679,-0.0210094397115858,-0.020956000000000825
2008-09-08,-0.0238083290597579,-3.600000000000131e-05,-0.0022999999999999,0.3043333333333333,0.004417426147496,0.0,-8.0,0,-0.0183812653054417,0.0203026610131648,-0.006264116279482,-0.020992000000000826
2008-09-09,-0.0460581842964966,3.600000000000131e-05,0.0262,0.3106666666666666,0.0014681496311954,0.0,14.0,1,0.1177830356563834,-0.0347344860183873,-0.030427375506648,-0.020956000000000825
2008-09-10,0.0244332422042301,0.0,0.0314,0.317,0.001465997327374,-0.01,0.0,1,-0.038012132295372,0.0061305918718019,-0.0137475963164304,-0.020956000000000825
2008-09-11,0.0324498507130304,0.0025929999999999,0.0396999999999998,0.3233333333333333,0.0014638513248588,0.01,4.0,1,-0.0053159425338376,0.0137119376377289,-0.0135295469689526,-0.018363000000000924
2008-09-12,0.0216672088214853,0.0,-0.0343,0.3296666666666666,0.001461711596022,0.0,-4.0,1,0.0507601660377986,0.0021192868823826,-0.0006146661213767,-0.018363000000000924
2008-09-15,-0.0789426570111491,0.0,0.0213,0.3486666666666667,0.004372358740694,0.0,42.0,0,0.2113833517097622,-0.0482829846790581,-0.0348278759170464,-0.018363000000000924
2008-09-16,0.0166525431404682,0.0,0.0284999999999999,0.355,0.0014532148704073,0.0,40.0,1,-0.0451690176149219,0.0173715252717916,-0.0547394538532325,-0.018363000000000924
2008-09-17,-0.0698217044694047,0.0,0.0250000000000001,0.3613333333333333,0.0014511061010722,0.0,23.0,1,0.1784637988219241,-0.0482880326718848,0.0610859792015873,-0.018363000000000924
2008-09-18,0.0533137311822446,0.0,0.0498999999999998,0.3676666666666667,0.0014490034429677,0.0,-34.0,1,-0.0900782498737719,0.0424288063170986,0.0036836973272803,-0.018363000000000924
2008-09-19,0.0913542038663006,0.0,-0.0760999999999998,0.374,0.0014469068695657,0.0,-54.0,1,-0.0316122320948191,0.0394673779777459,0.0453876473735555,-0.018363000000000924
2008-09-22,-0.0289515038836611,0.0,-0.0409000000000001,0.393,0.0043282016206198,0.0,-7.0,1,0.0540179500914831,-0.0389868045010176,0.0625538227701303,-0.018363000000000924
2008-09-23,-0.0385279127029072,0.0,0.0253000000000001,0.3993333333333333,0.001438580897787,-0.01,11.0,1,0.0537718359018977,-0.0157561117321934,-0.0283109865070198,-0.018363000000000924
2008-09-24,0.0050283705450819,0.0,0.0202999999999999,0.4056666666666667,0.0014365143553209,0.0,7.0,0,-0.0149488778740602,-0.0019796860163376,-0.0061305586504665,-0.018363000000000924
2008-09-25,0.0390524784824979,0.0,-0.0167999999999999,0.412,0.0014344537415738,0.0,-11.0,0,-0.0697238359449821,0.0194658100360842,0.0207686921459391,-0.018363000000000924
2008-09-26,-0.0203688908577781,0.0,0.0277999999999998,0.4183333333333333,0.0014323990310742,0.0,11.0,1,0.0568537327645891,0.0033767215693916,-0.0101855167270571,-0.018363000000000924
2008-09-29,-0.0983117459475746,3.500000000000031e-05,0.1004,0.4373333333333333,0.004284927483555,0.0,41.0,1,0.2962805555199707,-0.0921895923455359,-0.0968759909216843,-0.018328000000000923
2008-09-30,0.0735507026047912,-3.500000000000031e-05,-0.0416,0.4436666666666666,0.0014242387170533,0.0,-6.0,1,-0.1706604031603096,0.0527581580038249,0.0436186216582252,-0.018363000000000924
2008-10-01,0.005194293941706,0.0,0.0070000000000001,0.45,0.0014222131456858,0.0299999999999999,6.0,0,0.0106062100206319,-0.0045543441395915,-0.029356075339528,-0.018363000000000924
2008-10-02,-0.0762062907901697,3.500000000000031e-05,0.0868000000000002,0.4470967741935484,-0.0014494681893406,0.0,19.0,1,0.1283054316120401,-0.0411249487185538,-0.0513319882171444,-0.018328000000000923
2008-10-03,-0.0359174740254406,0.0,0.0458999999999996,0.4441935483870968,-0.0014515721974337,0.0,-7.0,1,-0.0026548452523095,-0.0135985657923452,-0.0034289902828908,-0.018328000000000923
2008-10-06,-0.055799645316739,0.0,0.1229,0.4354838709677419,-0.0043674019458102,0.0,60.0,1,0.1424360225350714,-0.0392792697065414,-0.0755835932494393,-0.018328000000000923
2008-10-07,-0.047698150007168,0.0,0.0114,0.4325806451612903,-0.0014600496689567,0.0,-5.0,0,0.0308357179453598,-0.059107791181964,0.0116432743858921,-0.018328000000000923
2008-10-08,-0.0392765193940274,0.0,0.2040999999999999,0.4296774193548387,-0.0014621845313769,0.0,34.0,1,0.0692660313081337,-0.0113974069255172,-0.0035499155037866,-0.018328000000000923
2008-10-09,-0.0400190832765101,0.0,-0.2105999999999999,0.4267741935483871,-0.0014643256460686,0.0,2.0,1,0.1053257431553289,-0.0792240633131358,-0.0203575094587879,-0.018328000000000923
2008-10-10,-0.0404512434079684,0.0,0.1061999999999998,0.4238709677419355,-0.0014664730405353,0.0,80.0,1,0.0901483846718047,-0.0118289764721505,-0.1094553323861536,-0.018328000000000923
2008-10-14,0.1547281998760361,0.0,-0.2090999999999998,0.412258064516129,-0.0058874926741374,0.0,-83.0,1,0.002542670933224,-0.0053363498135368,-0.0385599497523288,-0.018328000000000923
2008-10-15,-0.1209605146907293,0.0,0.0762,0.4093548387096774,-0.0014773051836129,0.0,30.0,1,0.228029093091373,-0.094695124884235,-0.0513426687113239,-0.018328000000000923
2008-10-16,-0.0106722268473067,-3.500000000000031e-05,0.0302999999999999,0.4064516129032258,-0.0014794908435025,-0.0099999999999999,26.0,1,0.228029093091373,-0.094695124884235,-0.0513426687113239,-0.018363000000000924
2008-10-17,-0.0011806538898397,0.0,-0.0834000000000001,0.4035483870967742,-0.0014816829803052,0.0099999999999999,-11.0,1,0.228029093091373,-0.094695124884235,-0.0513426687113239,-0.018363000000000924
2008-10-20,0.0802645826447303,0.0,0.0154,0.3948387096774193,-0.0044582669643844,0.0,7.0,0,-0.2834727377534994,0.0465828773252315,0.0343181365372964,-0.018363000000000924
2008-10-21,-0.0101422815277594,0.0,0.0767000000000002,0.3919354838709677,-0.0014905168758776,0.01,41.0,1,0.0026395073249091,-0.0312839925360699,-0.0325954437936519,-0.018363000000000924
2008-10-22,-0.1073175387027305,0.0,0.1709,0.3890322580645161,-0.0014927418331858,0.0,141.0,1,0.2711174762071004,-0.0629530796878518,-0.0775120369328128,-0.018363000000000924
2008-10-23,-0.0363528590358495,0.0,-0.0503,0.3861290322580645,-0.0014949734429983,0.0,17.0,1,-0.0269204821760975,0.0125548978458183,0.0214666565966361,-0.018363000000000924
2008-10-24,-0.0715772511836068,0.0,-0.0035000000000002,0.3832258064516129,-0.0014972117351987,0.01,-20.0,0,0.1545297949538314,-0.0351207779512552,-0.0605013584692371,-0.018363000000000924
2008-10-27,-0.0672315114524053,0.0,-0.0587999999999997,0.374516129032258,-0.0045051322346516,0.0,-55.0,1,0.0116842881583624,-0.0322797893201295,-0.0103678134984891,-0.018363000000000924
2008-10-28,0.1259821601791717,0.0,-0.0824000000000002,0.3716129032258064,-0.0015062323317849,0.0,-53.0,1,-0.1786809105612502,0.1024573584739365,-0.0184064181698606,-0.018363000000000924
2008-10-29,0.0427430522310849,3.500000000000031e-05,-0.0379999999999998,0.3687096774193548,-0.0015085044904523,0.0,-45.0,1,0.0438282245554915,-0.0111409071775164,0.0824257734115214,-0.018328000000000923
2008-10-30,0.0720703524465413,0.0,-0.0169000000000001,0.3658064516129032,-0.0015107835146004,0.0,-27.0,0,-0.1063774490987604,0.025476650236373,-0.0272505193400617,-0.018328000000000923
2008-10-31,-0.0051401607030179,-7.000000000000062e-05,0.0001999999999999,0.3629032258064516,-0.001513069435397,0.0,-39.0,0,-0.0490366518800396,0.0152485458986004,0.024956741672086,-0.018398000000000924
2008-11-03,0.0262775695059342,0.0,0.0665,0.3546666666666666,-0.0048368506202862,0.03,-10.0,1,-0.1094690377366419,-0.002532248295049,-0.0769855391278192,-0.018398000000000924
2008-11-04,0.0511168036120039,0.0,-0.0590999999999999,0.352,-0.0016648904567073,0.0099999999999999,-21.0,1,-0.1174803769214048,0.04001447845739,0.0939865971886899,-0.018398000000000924
2008-11-05,-0.063295556100817,0.0,-0.0017,0.3493333333333333,-0.0016676669401238,0.0,25.0,0,0.1337409172783818,-0.0541152589311638,-0.0712639292120898,-0.018398000000000924
2008-11-06,-0.0384143903540454,0.0,0.0383,0.3466666666666667,-0.0016704526995123,0.0,8.0,1,0.1545695076229645,-0.0515712082795197,-0.0744685720889547,-0.018398000000000924
2008-11-07,0.0082983482486813,-3.500000000000031e-05,0.0020000000000002,0.344,-0.0016732477814365,0.0,-11.0,0,-0.126734760999078,0.0284461819721001,-0.0013940032211322,-0.018433000000000924
2008-11-10,0.0030228369581646,0.0,-0.0278,0.336,-0.0050366077662342,0.0,-6.0,1,0.0668753803595418,-0.0127338961868571,0.0297196716870329,-0.018433000000000924
2008-11-11,0.0131285820942341,0.0,0.0674999999999999,0.3333333333333333,-0.0016845222767329,0.0,4.0,1,0.0240499007987501,-0.0222872002529425,-0.0587328410570618,-0.018433000000000924
2008-11-12,-0.0806735759436652,0.0,0.0621999999999998,0.3306666666666666,-0.0016873646808015,0.0,23.0,1,0.0785391826631589,-0.0532888659457208,-0.061825759703077,-0.018433000000000924
2008-11-13,0.046024010450397,0.0,0.0682,0.328,-0.0016902166934311,0.0,-1.0,1,0.0785391826631589,-0.0532888659457208,-0.061825759703077,-0.018433000000000924
2008-11-14,-0.0056838914828869,-3.500000000000031e-05,-0.0514000000000001,0.3253333333333333,-0.0016930783634254,0.0,0.0,1,0.0785391826631589,-0.0532888659457208,-0.061825759703077,-0.018468000000000925
2008-11-17,-0.0020138177029274,0.0,0.0140000000000002,0.3173333333333333,-0.0050965024229494,0.0,-9.0,0,0.0419374016142788,-0.0261493499935986,-0.0362310909418699,-0.018468000000000925
2008-11-18,-0.0464760199464624,0.0,0.0055999999999998,0.3146666666666666,-0.0017046226048034,0.0,14.0,0,-0.0220785651701344,0.0097902904854413,-0.0090255286479955,-0.018468000000000925
2008-11-19,-0.0204451565951764,3.500000000000031e-05,0.0769999999999999,0.312,-0.0017075333053782,0.0,30.0,1,0.0933729625089904,-0.0631054959842071,-0.0023174774816534,-0.018433000000000924
