,br_ibov_ret_log,br_selic_diff,br_dolar_diff,br_ipca,br_pib_ret_log,ipca_expectativa_diff,embi_brasil_diff
2002-05-10,0.0023109947558292987,0.00010100000000000386,0.03189999999999982,0.27096774193548384,-3.345487254691193e-05,0.010000000000000009,-4.0
2002-05-13,-0.010608420388637185,0.00010099999999998999,0.011400000000000077,0.29129032258064513,-0.00010037133353613115,0.0,28.0
2002-05-14,0.016690464287101747,3.300000000000525e-05,0.020199999999999996,0.29806451612903223,-3.3459350058606674e-05,0.0,-23.0
2002-05-15,0.011892296219562226,3.400000000000625e-05,-0.0037000000000002586,0.30483870967741933,-3.3460469625268274e-05,0.009999999999999953,-29.0
2002-05-16,0.0247913536420441,0.0,-0.031799999999999606,0.3116129032258064,-3.346158926653686e-05,-0.009999999999999953,-16.0
2002-05-17,0.0030758334908664864,-3.400000000000625e-05,-0.0036000000000000476,0.3183870967741935,-3.346270898063608e-05,0.009999999999999953,14.0
2002-05-20,-0.0024441215305035513,0.0,-0.0026000000000001577,0.3387096774193548,-0.00010039484598678428,0.0,9.0
2002-05-21,0.002601601845789503,-3.300000000000525e-05,0.004999999999999893,0.3454838709677419,-3.346718859198461e-05,0.0,12.0
2002-05-22,-0.02656823867711644,-0.00010099999999998999,0.02289999999999992,0.352258064516129,-3.346830868267148e-05,0.0,19.0
2002-05-23,0.015086147134640626,0.00013399999999999523,0.028000000000000025,0.3590322580645161,-3.346942884796533e-05,-0.009999999999999953,13.0
2002-05-24,0.0014325509811623505,3.400000000000625e-05,-0.005599999999999827,0.3658064516129032,-3.3470549087866175e-05,0.0,18.0
2002-05-27,0.009813310787389895,-3.400000000000625e-05,-0.0011999999999998678,0.3861290322580645,-0.00010041836945440252,0.009999999999999953,-8.0
2002-05-28,0.0023597902872261045,0.0,0.0019999999999997797,0.3929032258064516,-3.347503079886849e-05,0.0,2.0
2002-05-29,0.019990554079226897,-0.00026800000000000435,-0.0047000000000001485,0.3996774193548387,-3.3476151413580624e-05,0.0,-5.0
2002-05-31,-0.009595368830762396,-0.0005710000000000021,0.0019000000000000128,0.4132258064516129,-6.695566497327832e-05,0.0,-3.0
2002-06-03,-0.015831051629257686,-0.0028669999999999946,0.019300000000000317,0.4713333333333333,0.0018186785645397663,0.09000000000000002,30.0
2002-06-04,-0.004671610697259965,-0.004801,0.02839999999999998,0.497,0.0009247941919774405,0.010000000000000009,66.0
2002-06-05,-0.0007939659011757527,0.0033089999999999994,0.038899999999999935,0.5226666666666666,0.000923939737814905,0.010000000000000009,55.0
2002-06-06,-0.03862359202159027,0.003820999999999998,0.033199999999999896,0.5483333333333333,0.0009230868611194154,0.0,72.0
2002-06-07,0.013936936522291887,0.0007730000000000098,0.028999999999999915,0.574,0.0009222355575353447,0.0,-18.0
2002-06-10,0.025480621400474135,0.00026899999999999147,-0.03410000000000002,0.651,0.00276161451701995,0.0,-37.0
2002-06-11,-0.03144152583481841,0.00010000000000000286,0.02970000000000006,0.6766666666666666,0.0009188459875293375,-0.010000000000000009,64.0
2002-06-12,-0.006326275052877861,-0.00016700000000000048,0.08220000000000027,0.7023333333333333,0.0009180024845694135,0.0,88.0
2002-06-13,-0.014194054447370874,0.00010000000000000286,-0.056400000000000006,0.728,0.0009171605288660345,0.0,-59.0
2002-06-14,-0.022231590556900827,0.00020199999999999385,0.025900000000000034,0.7536666666666667,0.000916320116164826,0.0,78.0
2002-06-17,0.020139452047438056,6.699999999999762e-05,-0.035800000000000054,0.8306666666666667,0.0027439332388361493,0.0,-65.0
2002-06-18,-0.009765209344662296,0.0,-0.0123000000000002,0.8563333333333334,0.0009129738108573093,0.0,63.0
2002-06-19,-0.02813945638161819,0.0,0.03299999999999992,0.882,0.0009121410499108862,0.0,69.0
2002-06-20,-0.0521500177710017,3.300000000000525e-05,0.04750000000000032,0.9076666666666666,0.0009113098067672354,0.0,211.0
2002-06-21,-0.04797465665409639,0.0,0.04049999999999976,0.9333333333333333,0.0009104800772892219,0.010000000000000009,113.0
2002-06-24,0.03412913365024828,0.0,0.035900000000000265,1.0103333333333333,0.0027264769297161706,0.0,-182.0
2002-06-25,-0.004938281640582076,0.0,-0.02740000000000009,1.036,0.0009071762135839379,0.0,107.0
2002-06-26,-0.0014020659398266133,0.0,0.05889999999999995,1.0616666666666668,0.0009063539907465668,0.0,78.0
2002-06-27,0.02967412715144313,0.0,0.0009000000000001229,1.0873333333333333,0.0009055332570078178,0.0,-110.0
2002-06-28,0.011376070680245931,0.0,-0.014900000000000357,1.113,0.0009047140083318084,0.0,-72.0
2002-07-01,-0.022423889051538026,0.0,0.015100000000000335,1.19,0.002709241323188394,0.16000000000000003,72.0
2002-07-02,-0.004232226392645089,-3.300000000000525e-05,0.05459999999999976,1.1725806451612903,0.0002398916052328559,0.0,83.0
2002-07-03,-0.01955187503809519,0.0,-0.0524,1.1551612903225805,0.0002398340710527691,0.039999999999999925,45.0
2002-07-04,0.001784792169805982,-3.399999999999237e-05,-0.013599999999999834,1.137741935483871,0.00023977656446305673,-0.010000000000000009,-9.0
2002-07-05,-0.01237090237253291,0.0,0.026499999999999968,1.1203225806451613,0.0002397190854424025,0.010000000000000009,-3.0
2002-07-08,0.015369686364712365,6.699999999999762e-05,-0.0034999999999998366,1.0680645161290323,0.0007188126576274101,0.0,-28.0
2002-07-10,-0.012333630901681047,-3.300000000000525e-05,-0.017000000000000348,1.0332258064516129,0.0004789215478986364,0.0,-57.0
2002-07-11,0.023407116780795434,0.0,-0.030899999999999928,1.015806451612903,0.0002393747892082132,0.0,-82.0
2002-07-12,0.014789228356198336,-3.399999999999237e-05,-0.00849999999999973,0.9983870967741935,0.00023931750263095353,-0.010000000000000009,-34.0
2002-07-15,-0.030928391109123154,0.0,0.030799999999999716,0.9461290322580644,0.0007176090624625431,0.0,32.0
2002-07-16,-0.005186000025160453,0.0,0.021600000000000286,0.9287096774193548,0.00023908863025390303,0.020000000000000018,8.0
2002-07-17,0.016594390075905352,0.0,0.011199999999999655,0.9112903225806451,0.0002390314805467142,0.0,-3.0
2002-07-18,0.005378351243706447,-0.001680000000000001,-0.0010999999999996568,0.8938709677419354,0.0002389743581492354,0.0,-41.0
2002-07-19,-0.021500173851812576,0.0,-0.010099999999999998,0.8764516129032258,0.00023891726305080851,0.0,40.0
2002-07-22,-0.06752259045241793,0.0,0.014499999999999957,0.8241935483870968,0.0007164094912095464,0.0,69.0
2002-07-23,-0.01486940523785485,0.0,0.03159999999999963,0.8067741935483871,0.00023868915521063627,0.0,81.0
2002-07-24,0.019408219827910855,-6.799999999999862e-05,0.0347000000000004,0.7893548387096774,0.00023863219629305377,0.010000000000000009,51.0
2002-07-25,-0.027650590826333143,0.0,0.0343,0.7719354838709678,0.0002385752645537309,0.0,98.0
2002-07-26,-0.047564968411364816,0.0,0.035499999999999865,0.7545161290322581,0.0002385183599713514,-0.010000000000000009,142.0
2002-07-29,0.002492280642064415,-3.300000000000525e-05,0.12719999999999976,0.702258064516129,0.0007152139237245336,0.010000000000000009,173.0
2002-07-30,0.01097847642632388,-6.799999999999862e-05,0.1243000000000003,0.6848387096774193,0.0002382910128453375,0.0,226.0
2002-07-31,0.04407936816361868,0.00010100000000000386,0.1593,0.6674193548387096,0.00023823424376523405,0.0,-83.0
2002-08-01,-0.0003073298185327644,-0.00013499999999999623,-0.10099999999999998,0.65,0.00023817750172838714,-0.19,-247.0
2002-08-02,0.00938207983328887,3.399999999999237e-05,-0.29730000000000034,0.652258064516129,-0.0006722178906617415,0.0,-13.0
2002-08-05,-0.039545573060303596,0.00010100000000000386,0.04300000000000015,0.6590322580645162,-0.0020193691934426994,-0.010000000000000009,133.0
2002-08-06,0.029651066877088184,0.0,0.13379999999999992,0.6612903225806451,-0.0006740302715595448,0.010000000000000009,-54.0
2002-08-07,0.011719879370314601,-3.300000000000525e-05,-0.14719999999999978,0.6635483870967742,-0.0006744848948123661,0.0,-204.0
2002-08-08,0.04419623457370925,-0.00010199999999999099,-0.17149999999999999,0.6658064516129032,-0.0006749401317556192,-0.010000000000000009,-163.0
2002-08-09,-0.03251197594068067,0.0,0.10809999999999986,0.6680645161290323,-0.0006753959836256485,0.0,246.0
2002-08-12,-0.026587055624540668,0.0,0.10150000000000015,0.6748387096774193,-0.002028929230133869,0.010000000000000009,216.0
2002-08-13,-0.029217437230611765,-3.300000000000525e-05,0.11149999999999993,0.6770967741935484,-0.0006772255654023951,0.0,63.0
2002-08-14,-0.010752219412447417,0.00016800000000000148,-0.012900000000000134,0.6793548387096774,-0.0006776845106966078,0.0,-125.0
2002-08-15,-0.017273451179432797,0.0,-0.005300000000000082,0.6816129032258065,-0.0006781440784529025,0.010000000000000009,18.0
2002-08-16,0.03667095374728291,-0.00016800000000000148,-0.029199999999999893,0.6838709677419355,-0.0006786042699378214,-0.010000000000000009,-86.0
2002-08-19,-0.011508335850741958,0.0,-0.047800000000000065,0.6906451612903226,-0.002038580215094399,0.010000000000000009,-97.0
2002-08-20,-0.016488596256035493,0.00016800000000000148,-0.02190000000000003,0.6929032258064516,-0.0006804512986349209,0.010000000000000009,23.0
2002-08-21,0.018716123032303855,0.0,-0.01289999999999969,0.6951612903225807,-0.0006809146278961009,0.010000000000000009,-140.0
2002-08-22,0.027691022738967064,-0.00016800000000000148,0.06230000000000002,0.6974193548387096,-0.0006813785885615431,0.0,26.0
2002-08-23,-0.0027865232953807606,-3.400000000000625e-05,-0.028100000000000236,0.6996774193548387,-0.0006818431819262116,0.0,-58.0
2002-08-26,0.04268879168894202,0.0,-0.03479999999999972,0.7064516129032258,-0.0020483234523673843,0.009999999999999953,-78.0
2002-08-27,0.026772483239694722,0.0,0.01609999999999978,0.7087096774193549,-0.0006837079083013009,0.0,-50.0
2002-08-28,0.0007710100613245174,0.00020200000000000773,0.027000000000000135,0.7109677419354838,-0.0006841756846434066,0.020000000000000018,0.0
2002-08-29,0.007199455142854916,-0.00013499999999999623,0.0019999999999997797,0.7132258064516128,-0.0006846441015095905,0.0,-56.0
2002-08-30,-0.007006795475559713,-3.300000000000525e-05,-0.10159999999999991,0.7154838709677419,-0.0006851131602125804,0.0,-28.0
2002-09-02,-0.0003853564594891168,0.00016800000000000148,0.006299999999999972,0.7396666666666667,0.0007537847326464231,-0.08000000000000002,-15.0
2002-09-03,-0.023594737926710962,0.0,0.07020000000000026,0.7593333333333333,0.002120912968889499,0.0,111.0
2002-09-04,-0.013808395033793275,0.0,0.03369999999999962,0.779,0.002116424215644841,-0.009999999999999953,-31.0
2002-09-05,-0.027790835157524896,3.399999999999237e-05,0.01869999999999994,0.7986666666666666,0.0021119544224994513,0.0,10.0
2002-09-06,-0.0006172839702180966,3.400000000000625e-05,0.027100000000000346,0.8183333333333334,0.0021075034695741124,0.0,26.0
2002-09-09,0.024097551579060905,3.300000000000525e-05,-0.04709999999999992,0.8773333333333333,0.006295991316379812,0.009999999999999953,-62.0
2002-09-10,0.0006025911601437173,0.0,-0.000600000000000378,0.897,0.002089885697671434,0.0,18.0
2002-09-11,0.02204438388363883,0.0,-0.01529999999999987,0.9166666666666666,0.002085527182659419,0.0,16.0
2002-09-12,-0.000884303668533093,0.0,0.008599999999999941,0.9363333333333334,0.0020811868094252617,0.0,-2.0
2002-09-13,0.0007860863134467877,0.0,0.026699999999999946,0.956,0.0020768644649376,0.0,15.0
2002-09-16,-0.03498257974027119,0.0,0.03780000000000028,1.0150000000000001,0.0062048379394656905,-0.06999999999999995,0.0
2002-09-17,-0.018582743033892513,0.0,0.03639999999999999,1.0346666666666666,0.002059753146374632,0.0,143.0
2002-09-18,-0.015139939410502734,0.0,0.09919999999999973,1.0543333333333333,0.002055519282569307,0.0,80.0
2002-09-19,-0.014091455294842348,0.0,0.06030000000000024,1.074,0.0020513027886526203,0.0,108.0
2002-09-20,0.02247285585205816,0.0,0.043400000000000105,1.0936666666666666,0.002047103557945462,0.0,-68.0
2002-09-23,-0.03406345566696878,0.0,0.11709999999999976,1.1526666666666667,0.006116286339846511,0.0,225.0
2002-09-24,-0.0126006446701048,0.0,0.07679999999999998,1.1723333333333334,0.0020304771640802244,0.009999999999999953,6.0
2002-09-25,0.008707064150973665,0.0,0.10409999999999986,1.1920000000000002,0.0020263626795209433,0.0,-34.0
2002-09-26,-0.0031475578164883444,0.0,0.025900000000000034,1.2116666666666667,0.0020222648361301054,0.020000000000000018,48.0
2002-09-27,-0.053934365412645846,0.0,0.10250000000000004,1.2313333333333334,0.002018183533149198,0.030000000000000027,216.0
2002-09-30,-0.01072736511218686,0.0,0.04079999999999995,1.2903333333333333,0.0060302266913492275,0.009999999999999953,-46.0
2002-10-01,0.04256927844879321,0.0,-0.14819999999999967,1.31,0.0020020217384857375,0.050000000000000044,-184.0
2002-10-02,-0.01998046040028001,0.0,-0.15310000000000024,1.3651612903225807,0.0006882238709291499,0.009999999999999953,-60.0
