,br_ibov_ret_log,br_selic_diff,br_dolar_diff,br_ipca,br_pib_ret_log,ipca_expectativa_diff,embi_brasil_diff
2017-08-29,0.0043977112892861,0.0,0.0132000000000003,0.1629032258064516,-0.0007078338464978,0.0,1.0
2017-08-30,-0.0062440434628729,0.0,-0.0057,0.1619354838709677,-0.0007083352301702,0.0,-2.0
2017-08-31,-0.0007197239957594,0.0,-0.0167000000000001,0.1609677419354838,-0.0007088373246411,-0.0099999999999999,0.0
2017-09-01,0.0152428734765468,0.0,-0.0137999999999998,0.16,-0.0007093401314222,0.0999999999999999,-7.0
2017-09-04,0.00286008025469,0.0,0.0055999999999998,0.186,0.0044890069586607,-0.01,0.0
2017-09-05,0.0003049625751394,0.0,-0.0186000000000001,0.1946666666666666,0.0014918687523675,0.0,3.0
2017-09-06,0.0173262648585339,0.0,-0.0069999999999996,0.2033333333333333,0.0014896463950453,0.0,-1.0
2017-09-08,-0.0045463622144144,-0.003653,-0.0224999999999999,0.2206666666666666,0.0029726521335025,-0.0099999999999999,-3.0
2017-09-11,0.0168255913049382,0.0,-0.0056000000000002,0.2466666666666666,0.0044424748468294,0.0,-5.0
2017-09-12,0.0029558392585968,0.0,0.0291999999999998,0.2553333333333333,0.001476450061558,0.0,1.0
2017-09-13,0.0033349659576824,0.0,0.0199000000000002,0.264,0.0014742733701549,0.0,-3.0
2017-09-14,-0.0017531537830368,0.0,0.0011000000000001,0.2726666666666666,0.0014721030873818,0.0,-1.0
2017-09-15,0.0146265588409395,0.0,-0.0099,0.2813333333333333,0.0014699391849806,0.0099999999999999,-1.0
2017-09-18,0.0030709033207632,0.0,-0.0016000000000002,0.3073333333333333,0.0043968975237813,-0.0099999999999999,-3.0
2017-09-19,-0.0002105761898754,0.0,0.0083999999999999,0.316,0.0014613468196298,0.0,0.0
2017-09-20,0.000394793988466,0.0,-0.0041999999999999,0.3246666666666666,0.001459214400926,0.0,2.0
2017-09-21,-0.0052767786415746,0.0,0.0066000000000001,0.3333333333333333,0.0014570881964708,0.0,1.0
2017-09-22,-0.0028345516151002,0.0,-0.0062000000000002,0.3419999999999999,0.0014549681791358,0.0,-2.0
2017-09-25,-0.012640908348132,0.0,0.0127000000000001,0.368,0.0043522459010496,0.0,4.0
2017-09-26,-0.001667092788729,0.0,0.0262000000000002,0.3766666666666666,0.001446549444017,0.0,-1.0
2017-09-27,-0.0070485587130768,0.0,0.0257999999999998,0.3853333333333333,0.0014444599608989,0.0,0.0
2017-09-28,-0.0031215247517479,0.0,-0.0060999999999999,0.394,0.0014423765054285,0.0,-3.0
